Manager,User,RoleName,Department,ID
Manager0,User0,Role0,Dept1,0
Manager0,User0,Role1,Dept1,0
Manager0,User1,Role0,Dept1,1
Manager0,User1,Role1,Dept1,1
Manager0,User2,Role0,Dept1,2
Manager0,User2,Role1,Dept1,2
Manager0,User3,Role0,Dept1,3
Manager0,User3,Role1,Dept1,3
Manager45,User205,Role2997,Dept1,205
Manager3,User795,Role954,Dept1,795
Manager33,User687,Role1858,Dept1,687
Manager30,User512,Role380,Dept1,512
Manager11,User244,Role2439,Dept1,244
Manager8,User24,Role1981,Dept1,24
Manager34,User477,Role273,Dept1,477
Manager4,User963,Role1099,Dept1,963
Manager49,User250,Role1927,Dept1,250
Manager8,User612,Role1337,Dept1,612
Manager22,User702,Role1099,Dept1,702
Manager4,User892,Role2166,Dept1,892
Manager14,User675,Role880,Dept1,675
Manager43,User496,Role1341,Dept1,496
Manager43,User582,Role1249,Dept1,582
Manager32,User127,Role2063,Dept1,127
Manager39,User895,Role351,Dept1,895
Manager12,User744,Role1662,Dept1,744
Manager39,User532,Role1093,Dept1,532
Manager12,User546,Role1339,Dept1,546
Manager35,User705,Role719,Dept1,705
Manager15,User832,Role2063,Dept1,832
Manager32,User813,Role565,Dept1,813
Manager35,User321,Role2585,Dept1,321
Manager25,User551,Role2009,Dept1,551
Manager44,User915,Role2282,Dept1,915
Manager33,User147,Role1334,Dept1,147
Manager37,User629,Role2684,Dept1,629
Manager37,User350,Role2208,Dept1,350
Manager37,User830,Role1654,Dept1,830
Manager15,User850,Role107,Dept1,850
Manager32,User987,Role1342,Dept1,987
Manager19,User746,Role1210,Dept1,746
Manager44,User898,Role244,Dept1,898
Manager33,User350,Role1150,Dept1,350
Manager39,User216,Role362,Dept1,216
Manager8,User47,Role1506,Dept1,47
Manager34,User351,Role1098,Dept1,351
Manager23,User307,Role2766,Dept1,307
Manager26,User17,Role2453,Dept1,17
Manager22,User639,Role2379,Dept1,639
Manager36,User660,Role1187,Dept1,660
Manager39,User985,Role2111,Dept1,985
Manager18,User225,Role138,Dept1,225
Manager39,User169,Role191,Dept1,169
Manager8,User660,Role2209,Dept1,660
Manager34,User58,Role664,Dept1,58
Manager41,User267,Role1400,Dept1,267
Manager48,User18,Role1085,Dept1,18
Manager10,User819,Role1888,Dept1,819
Manager43,User115,Role2686,Dept1,115
Manager4,User127,Role1473,Dept1,127
Manager12,User587,Role1175,Dept1,587
Manager30,User479,Role2120,Dept1,479
Manager33,User837,Role1431,Dept1,837
Manager45,User321,Role2568,Dept1,321
Manager11,User174,Role731,Dept1,174
Manager10,User801,Role1759,Dept1,801
Manager38,User438,Role265,Dept1,438
Manager38,User636,Role439,Dept1,636
Manager16,User582,Role905,Dept1,582
Manager4,User187,Role2873,Dept1,187
Manager48,User712,Role2889,Dept1,712
Manager27,User142,Role1532,Dept1,142
Manager37,User435,Role979,Dept1,435
Manager30,User508,Role389,Dept1,508
Manager40,User84,Role496,Dept1,84
Manager25,User973,Role1095,Dept1,973
Manager27,User255,Role643,Dept1,255
Manager10,User639,Role1934,Dept1,639
Manager14,User491,Role2841,Dept1,491
Manager2,User734,Role1377,Dept1,734
Manager11,User760,Role1382,Dept1,760
Manager50,User659,Role2458,Dept1,659
Manager8,User218,Role2309,Dept1,218
Manager34,User549,Role35,Dept1,549
Manager21,User146,Role2294,Dept1,146
Manager38,User516,Role2282,Dept1,516
Manager30,User609,Role2480,Dept1,609
Manager15,User680,Role617,Dept1,680
Manager24,User864,Role2468,Dept1,864
Manager25,User383,Role1263,Dept1,383
Manager4,User911,Role2765,Dept1,911
Manager24,User118,Role2819,Dept1,118
Manager9,User295,Role771,Dept1,295
Manager8,User259,Role1958,Dept1,259
Manager42,User373,Role132,Dept1,373
Manager40,User853,Role647,Dept1,853
Manager40,User407,Role1305,Dept1,407
Manager32,User91,Role2072,Dept1,91
Manager9,User909,Role1557,Dept1,909
Manager20,User985,Role1381,Dept1,985
Manager11,User711,Role2073,Dept1,711
Manager41,User281,Role2912,Dept1,281
Manager28,User213,Role653,Dept1,213
Manager38,User480,Role1688,Dept1,480
Manager12,User940,Role203,Dept1,940
Manager37,User797,Role2906,Dept1,797
Manager14,User141,Role1166,Dept1,141
Manager7,User898,Role861,Dept1,898
Manager14,User799,Role2189,Dept1,799
Manager50,User139,Role468,Dept1,139
Manager41,User450,Role460,Dept1,450
Manager23,User365,Role154,Dept1,365
Manager22,User24,Role1139,Dept1,24
Manager23,User452,Role636,Dept1,452
Manager7,User462,Role762,Dept1,462
Manager26,User669,Role2029,Dept1,669
Manager34,User42,Role472,Dept1,42
Manager10,User787,Role2014,Dept1,787
Manager30,User509,Role2883,Dept1,509
Manager13,User98,Role991,Dept1,98
Manager48,User132,Role1752,Dept1,132
Manager11,User344,Role464,Dept1,344
Manager8,User877,Role1053,Dept1,877
Manager43,User996,Role52,Dept1,996
Manager13,User249,Role2022,Dept1,249
Manager11,User194,Role860,Dept1,194
Manager28,User202,Role625,Dept1,202
Manager28,User42,Role1721,Dept1,42
Manager22,User126,Role168,Dept1,126
Manager8,User349,Role2377,Dept1,349
Manager18,User492,Role1270,Dept1,492
Manager15,User999,Role530,Dept1,999
Manager46,User766,Role394,Dept1,766
Manager15,User772,Role2535,Dept1,772
Manager27,User719,Role1547,Dept1,719
Manager37,User461,Role422,Dept1,461
Manager4,User923,Role591,Dept1,923
Manager3,User153,Role605,Dept1,153
Manager30,User214,Role323,Dept1,214
Manager43,User307,Role2329,Dept1,307
Manager34,User955,Role212,Dept1,955
Manager45,User176,Role1617,Dept1,176
Manager47,User908,Role2716,Dept1,908
Manager47,User18,Role149,Dept1,18
Manager35,User492,Role2278,Dept1,492
Manager7,User858,Role1483,Dept1,858
Manager20,User680,Role1545,Dept1,680
Manager14,User133,Role2620,Dept1,133
Manager17,User246,Role2883,Dept1,246
Manager5,User573,Role1831,Dept1,573
Manager4,User971,Role350,Dept1,971
Manager8,User886,Role101,Dept1,886
Manager3,User988,Role2726,Dept1,988
Manager4,User554,Role1389,Dept1,554
Manager34,User776,Role2555,Dept1,776
Manager26,User316,Role2866,Dept1,316
Manager39,User542,Role1212,Dept1,542
Manager19,User383,Role495,Dept1,383
Manager41,User400,Role2391,Dept1,400
Manager21,User442,Role1627,Dept1,442
Manager13,User494,Role2259,Dept1,494
Manager38,User19,Role1462,Dept1,19
Manager25,User856,Role2318,Dept1,856
Manager32,User635,Role1706,Dept1,635
Manager49,User701,Role1578,Dept1,701
Manager46,User552,Role1097,Dept1,552
Manager44,User120,Role2446,Dept1,120
Manager10,User73,Role2747,Dept1,73
Manager30,User146,Role482,Dept1,146
Manager46,User955,Role756,Dept1,955
Manager29,User34,Role2572,Dept1,34
Manager39,User517,Role2407,Dept1,517
Manager30,User55,Role260,Dept1,55
Manager22,User384,Role2241,Dept1,384
Manager39,User13,Role1621,Dept1,13
Manager38,User664,Role1669,Dept1,664
Manager12,User656,Role124,Dept1,656
Manager16,User338,Role1805,Dept1,338
Manager31,User388,Role110,Dept1,388
Manager9,User128,Role2892,Dept1,128
Manager25,User688,Role2434,Dept1,688
Manager16,User111,Role1818,Dept1,111
Manager45,User439,Role2109,Dept1,439
Manager49,User126,Role720,Dept1,126
Manager6,User433,Role634,Dept1,433
Manager32,User832,Role1972,Dept1,832
Manager16,User892,Role1649,Dept1,892
Manager27,User699,Role575,Dept1,699
Manager42,User633,Role905,Dept1,633
Manager27,User582,Role946,Dept1,582
Manager50,User834,Role53,Dept1,834
Manager15,User178,Role560,Dept1,178
Manager30,User684,Role639,Dept1,684
Manager14,User520,Role1828,Dept1,520
Manager42,User420,Role2947,Dept1,420
Manager21,User921,Role1737,Dept1,921
Manager25,User258,Role1987,Dept1,258
Manager1,User138,Role739,Dept1,138
Manager28,User686,Role2476,Dept1,686
Manager24,User872,Role1923,Dept1,872
Manager39,User198,Role1473,Dept1,198
Manager44,User217,Role842,Dept1,217
Manager43,User614,Role2844,Dept1,614
Manager40,User476,Role1611,Dept1,476
Manager32,User79,Role224,Dept1,79
Manager18,User993,Role1375,Dept1,993
Manager42,User472,Role250,Dept1,472
Manager44,User885,Role1070,Dept1,885
Manager37,User951,Role2137,Dept1,951
Manager22,User1000,Role1982,Dept1,1000
Manager50,User7,Role1142,Dept1,7
Manager1,User651,Role1809,Dept1,651
Manager40,User862,Role369,Dept1,862
Manager20,User52,Role2610,Dept1,52
Manager8,User221,Role28,Dept1,221
Manager24,User631,Role2443,Dept1,631
Manager15,User738,Role1463,Dept1,738
Manager37,User167,Role2248,Dept1,167
Manager48,User398,Role2733,Dept1,398
Manager36,User549,Role313,Dept1,549
Manager41,User253,Role1992,Dept1,253
Manager9,User964,Role1098,Dept1,964
Manager41,User134,Role2470,Dept1,134
Manager50,User959,Role1477,Dept1,959
Manager40,User372,Role823,Dept1,372
Manager50,User1002,Role110,Dept1,1002
Manager49,User644,Role2984,Dept1,644
Manager21,User684,Role2515,Dept1,684
Manager22,User551,Role1603,Dept1,551
Manager3,User797,Role249,Dept1,797
Manager12,User427,Role1927,Dept1,427
Manager49,User623,Role232,Dept1,623
Manager3,User626,Role608,Dept1,626
Manager22,User485,Role1083,Dept1,485
Manager15,User933,Role639,Dept1,933
Manager41,User11,Role808,Dept1,11
Manager24,User639,Role2886,Dept1,639
Manager40,User839,Role2032,Dept1,839
Manager49,User363,Role65,Dept1,363
Manager30,User524,Role1885,Dept1,524
Manager31,User6,Role2456,Dept1,6
Manager39,User535,Role2288,Dept1,535
Manager13,User980,Role1540,Dept1,980
Manager20,User881,Role2630,Dept1,881
Manager3,User419,Role2732,Dept1,419
Manager26,User680,Role476,Dept1,680
Manager12,User392,Role1342,Dept1,392
Manager19,User229,Role1115,Dept1,229
Manager14,User473,Role1113,Dept1,473
Manager24,User691,Role1406,Dept1,691
Manager6,User793,Role482,Dept1,793
Manager2,User661,Role642,Dept1,661
Manager47,User848,Role1047,Dept1,848
Manager42,User588,Role2859,Dept1,588
Manager37,User935,Role2181,Dept1,935
Manager9,User907,Role13,Dept1,907
Manager33,User985,Role200,Dept1,985
Manager32,User235,Role2488,Dept1,235
Manager6,User933,Role1794,Dept1,933
Manager3,User832,Role2187,Dept1,832
Manager13,User58,Role1596,Dept1,58
Manager1,User926,Role2422,Dept1,926
Manager35,User196,Role2108,Dept1,196
Manager41,User952,Role953,Dept1,952
Manager39,User851,Role73,Dept1,851
Manager34,User244,Role611,Dept1,244
Manager18,User267,Role257,Dept1,267
Manager49,User687,Role1252,Dept1,687
Manager8,User364,Role1033,Dept1,364
Manager28,User956,Role152,Dept1,956
Manager39,User953,Role2708,Dept1,953
Manager30,User953,Role1837,Dept1,953
Manager33,User376,Role2317,Dept1,376
Manager18,User21,Role1880,Dept1,21
Manager42,User768,Role1172,Dept1,768
Manager13,User479,Role1721,Dept1,479
Manager30,User955,Role1535,Dept1,955
Manager47,User535,Role2148,Dept1,535
Manager13,User262,Role2696,Dept1,262
Manager32,User620,Role2570,Dept1,620
Manager30,User787,Role2805,Dept1,787
Manager25,User704,Role96,Dept1,704
Manager4,User186,Role1421,Dept1,186
Manager46,User399,Role2775,Dept1,399
Manager27,User742,Role1281,Dept1,742
Manager49,User594,Role865,Dept1,594
Manager28,User360,Role159,Dept1,360
Manager31,User755,Role324,Dept1,755
Manager8,User8,Role349,Dept1,8
Manager18,User223,Role2438,Dept1,223
Manager11,User331,Role83,Dept1,331
Manager3,User794,Role607,Dept1,794
Manager43,User798,Role1164,Dept1,798
Manager38,User991,Role2447,Dept1,991
Manager46,User189,Role1350,Dept1,189
Manager9,User424,Role2007,Dept1,424
Manager25,User733,Role339,Dept1,733
Manager10,User1001,Role943,Dept1,1001
Manager12,User261,Role2495,Dept1,261
Manager49,User907,Role634,Dept1,907
Manager27,User633,Role1149,Dept1,633
Manager31,User446,Role954,Dept1,446
Manager31,User85,Role1560,Dept1,85
Manager28,User784,Role1290,Dept1,784
Manager39,User906,Role998,Dept1,906
Manager27,User180,Role803,Dept1,180
Manager19,User790,Role2754,Dept1,790
Manager43,User32,Role1772,Dept1,32
Manager35,User858,Role102,Dept1,858
Manager25,User86,Role2949,Dept1,86
Manager44,User994,Role1726,Dept1,994
Manager10,User753,Role767,Dept1,753
Manager44,User51,Role383,Dept1,51
Manager16,User473,Role2907,Dept1,473
Manager43,User588,Role2465,Dept1,588
Manager3,User632,Role436,Dept1,632
Manager18,User561,Role922,Dept1,561
Manager42,User866,Role1079,Dept1,866
Manager21,User967,Role2600,Dept1,967
Manager26,User612,Role1799,Dept1,612
Manager44,User164,Role1963,Dept1,164
Manager21,User252,Role2356,Dept1,252
Manager20,User480,Role1873,Dept1,480
